flood,severity,location lat,location long,source,rainfall mm,river level m,wind speed kmh,temperature c,humidity percent,soil moisture percent,urban area,drainage index,available ambulance,available rescue teams,available medical kits,nearest hospital distance km,evacuation centres open
Yes,Severe,36.828365,96.027554,Local Authority,332.61,9.88,111.93,10.41,38.15,99.65,1,0.484,0,9,131,15.99,8
Yes,Extreme,27.812776,68.53733,Satellite,455.17,6.78,9.47,23.92,47.55,15.97,0,0.222,16,6,79,33.94,6
Yes,Extreme,12.922356,89.270027,Satellite,393.05,9.95,127.03,28,93.61,56.4,1,0.071,2,1,73,24.89,2
Yes,Extreme,28.394296,78.949671,Local Authority,61.85,5.17,130.33,28.76,53.64,57.98,0,0.307,6,14,36,13.87,0
No,Low,31.144734,88.233181,Citizen Report,166.22,13.06,0.06,40.59,22.46,94.69,0,0.15,14,6,73,21.53,10
Yes,Moderate,13.089109,84.648856,Local Authority,260.52,13.89,5.34,26.53,80.42,93.88,0,0.807,6,15,139,14.89,2
Yes,High,13.535546,81.349004,Satellite,405.87,8.92,108.72,42.85,74.83,87.63,1,0.155,13,2,61,21.93,9
Yes,Moderate,29.543396,92.790354,Local Authority,70.81,10.38,94.73,37.48,57.43,22.6,0,0.472,18,9,48,26.69,4
No,Low,35.14471,86.05573,NGO Report,332.31,9.5,95.21,31.47,76.89,38.34,0,0.547,13,0,196,32.28,2
No,Low,32.288665,79.878666,Satellite,292.17,12.25,121.79,18.32,44.77,72.74,0,0.46,1,15,101,18.12,0
No,High,31.404089,75.915831,Citizen Report,177.69,12.04,138.77,26.63,68.64,97.81,0,0.414,14,15,34,21.18,7
No,Extreme,31.652217,93.077629,Local Authority,226.52,5.1,142.2,21.76,98.37,31.81,1,0.038,5,4,7,24.59,8
Yes,Extreme,27.725108,86.501157,NGO Report,301.99,10.46,140.21,18.66,39.97,53.75,0,0.816,18,13,160,5.35,6
Yes,Extreme,33.180399,71.117548,Citizen Report,487.41,0.9,18.45,33.63,36.07,30.16,1,0.32,19,3,0,41.39,7
No,Extreme,28.819457,89.09968,IMD,492.83,11.66,48.5,24.71,84.44,69.99,0,0.788,14,3,164,37.06,10
No,Extreme,20.424655,88.102124,NGO Report,253.32,3.39,37.28,35.04,58.05,93.84,1,0.8,2,1,166,26.17,10
Yes,High,30.850641,90.74546,Satellite,296.89,13.4,89.36,37.61,21.67,27.73,0,0.776,6,10,121,36.59,2
Yes,Severe,23.660222,79.642778,NGO Report,132.52,6.28,134.02,10.24,55.44,75.95,0,0.821,9,12,170,6.02,6
Yes,Severe,12.773475,70.33959,Local Authority,478.87,3.57,132.1,34.78,63.81,17.15,0,0.406,15,15,157,34.01,8
No,Severe,21.780681,77.678536,Local Authority,390.5,13.96,101.01,33.82,62.99,77.76,1,0.944,7,2,67,21.25,9
No,Low,9.839951,68.197142,Citizen Report,40.52,0.74,85.15,20.4,89.76,61.6,1,0.706,17,2,88,33.82,6
No,High,9.728785,96.523145,NGO Report,141.82,14.71,127.18,19.19,84.35,92.78,0,0.645,16,15,200,14.14,5
No,Moderate,8.536809,68.466259,Citizen Report,161.46,1.97,39.62,24.58,68.86,99.79,0,0.091,14,7,52,5.73,0
Yes,High,8.213365,90.763362,NGO Report,94.41,7.29,77.08,12.9,68.88,77.7,1,0.365,5,6,133,11.36,2
Yes,Moderate,19.289971,85.060186,Local Authority,182.18,3.71,149.09,25.3,47.23,45.64,0,0.199,15,10,133,31.67,4
Yes,High,31.264967,83.973357,Local Authority,86.74,9.01,2.9,25.5,73.98,13.89,0,0.658,8,8,88,44.05,6
Yes,Low,23.950751,86.982681,Local Authority,164.32,0.61,73.6,15.19,83.29,14.27,0,0.742,12,13,14,3.12,2
No,Extreme,16.838452,84.634987,Satellite,481.54,10.72,24.43,10.94,53.91,55.03,0,0.464,4,10,122,10.69,0
No,Moderate,21.102773,82.733005,NGO Report,356.18,1,7.6,37.39,86.55,46.15,1,0.127,1,0,187,10.32,7
No,High,26.857624,96.207957,Citizen Report,7.4,7.49,45.47,36.93,92.91,33.42,0,0.411,14,7,101,1.06,0
No,High,34.42548,77.539242,Local Authority,377.62,2.81,120.02,31.28,29.41,47.95,1,0.124,6,2,159,14.01,2
No,Extreme,16.754599,85.889951,Local Authority,372.22,0.7,35.97,25.2,92.17,19.54,0,0.839,4,8,27,39.6,2
Yes,Severe,31.598606,70.472062,Satellite,170.38,11.62,40.57,22.11,70.37,11.47,1,0.826,10,0,51,6.01,4
No,Low,24.087198,87.329774,Satellite,150.84,5.08,89.81,32.02,87.31,83.83,1,0.175,6,12,46,48.56,7
No,High,36.69998,77.723839,Local Authority,252.95,7.69,12.59,44.13,26.84,88.62,0,0.029,20,12,4,23.29,4
No,Low,21.901698,95.496144,Satellite,332.95,7.91,58.36,18,96.25,72.77,0,0.508,2,14,120,46.18,3
No,Moderate,16.156542,73.049129,Citizen Report,486.39,5.26,106.88,36.69,43.19,32.56,1,0.8,12,11,14,46.32,10
No,Severe,34.402145,72.804572,Satellite,283.79,8.15,134.96,42.89,36.41,83.69,0,0.232,1,14,33,33.66,7
No,Extreme,29.806993,90.761698,Citizen Report,231.6,11.36,106.87,12,76.57,18.53,1,0.793,15,13,147,35.13,10
No,High,25.011032,82.477864,Satellite,379.65,10.51,62.06,23.3,52.57,83.12,1,0.655,1,10,93,16.25,7
Yes,Low,35.888717,96.969175,Citizen Report,196.82,0.84,144.03,17.18,54.4,79.71,1,0.815,7,13,141,28.77,7
Yes,Low,18.12764,70.067472,Citizen Report,297.63,1.57,30.39,31.53,65.81,11.21,0,0.093,5,13,71,39.43,9
Yes,High,30.03542,76.661453,Citizen Report,165.33,8.84,114.54,33.16,21.71,95.72,0,0.663,0,14,159,9.52,6
Yes,Moderate,13.474067,86.120263,IMD,170.45,4.93,74.87,25.77,45.4,51.1,0,0.98,17,15,177,23.46,5
No,Low,24.68049,94.407805,Citizen Report,228.03,0.66,126.13,19.19,43.37,21.67,1,0.229,10,7,107,10.69,9
Yes,Moderate,28.830594,68.670911,Local Authority,64.75,7.79,49.99,32.42,30.22,53.82,0,0.691,6,14,25,49.56,3
No,Low,24.744803,85.705435,NGO Report,9.37,2.58,94.31,43.45,32.4,54.51,1,0.859,14,5,33,30.67,5
Yes,Extreme,24.669867,88.979624,NGO Report,31.18,7.66,80.08,21.27,71.72,47.57,1,0.568,14,14,111,16.26,8
Yes,Moderate,27.560331,83.618672,Local Authority,393.78,1.79,128.96,43.4,63.15,74.6,0,0.309,3,5,9,20.26,10
Yes,Low,25.157472,86.546784,NGO Report,294.4,1.7,110.66,35.87,57.19,37.43,1,0.523,0,11,63,29.07,8
No,Moderate,34.490282,73.427333,Citizen Report,176.05,8.56,125.56,29.77,72.09,39.28,0,0.042,16,5,138,11.95,0
No,High,23.921231,86.548618,Local Authority,499.64,14.51,76.06,32.22,38.35,74.92,0,0.143,4,15,130,6.5,2
No,Severe,8.44447,95.443871,Local Authority,288.68,10.76,103.98,35.36,68.17,30.75,0,0.492,3,13,115,10.1,1
Yes,High,34.597192,91.273658,Citizen Report,212.2,6.85,78.93,32.6,27.03,91.61,1,0.965,12,6,138,46.14,8
No,Severe,35.592088,81.816022,Citizen Report,188.16,2.64,86.95,30.9,69.79,82.9,1,0.247,1,8,56,26.06,1
Yes,Moderate,15.446522,86.724797,IMD,464.83,14.16,132.67,18.11,83.18,98.36,1,0.96,17,2,155,8.66,7
No,Moderate,18.554149,68.692492,IMD,158.44,5.65,107.08,15.01,35.86,41.66,0,0.719,9,6,104,5.92,9
No,High,26.530073,96.270744,IMD,165.08,5.23,84.8,31.95,61.79,33.06,0,0.379,17,0,163,35.43,4
No,High,25.248488,75.126631,Citizen Report,448.33,5.06,22.87,38.83,35.21,45.36,0,0.531,16,5,81,39.69,0
Yes,Moderate,16.011872,70.191863,Local Authority,22.07,3.24,141.98,10.64,91.06,18.03,1,0.438,8,13,62,18.75,6
Yes,Extreme,29.371841,86.089263,Citizen Report,201.86,14.41,16.88,32.18,82.25,71.85,1,0.938,4,5,97,4.55,3
Yes,Moderate,17.94273,72.576225,Satellite,191.71,4.83,18.37,15.62,88.68,23.24,1,0.407,16,13,23,35.36,3
No,Extreme,33.774661,69.173614,Citizen Report,92.41,10.6,129.77,16.67,97.63,92.01,0,0.254,18,1,104,44.06,4
No,Low,27.172658,75.863078,IMD,31.63,4.51,38.74,10.87,45.94,62.84,1,0.11,0,13,188,16.45,7
Yes,High,35.444729,90.78133,Citizen Report,381.62,0.18,134.78,26.23,71.16,15.42,0,0.507,17,8,162,24.14,4
Yes,Moderate,24.492836,86.629148,IMD,358.37,10.93,99.83,33.15,97.51,48.31,1,0.986,2,3,104,10.86,1
Yes,Moderate,18.763635,84.284135,NGO Report,112.16,6.52,80.77,23.69,66.35,84.49,0,0.88,20,4,83,46.14,9
No,Moderate,23.749925,77.607744,Local Authority,246.97,7.31,140.86,42.74,31.54,40.29,1,0.805,2,3,8,28.27,2
Yes,Low,11.940919,75.928029,NGO Report,124.53,14.52,57.8,10.87,73.9,82.07,1,0.89,15,13,21,7.74,8
Yes,High,19.427149,92.157073,NGO Report,430.32,4.42,14.26,22.22,45.9,23.3,0,0.273,16,9,56,6.72,6
No,Low,28.223415,89.454359,Citizen Report,478.47,8.65,69.84,10.09,79.81,67.67,0,0.84,18,9,200,8.72,10
Yes,Moderate,28.988355,70.309034,NGO Report,197.62,8.14,57.18,18.09,31.89,96.06,1,0.129,7,13,70,25.12,5
Yes,Moderate,22.647724,72.327649,Local Authority,406.53,14.46,52.06,31.38,69.91,32.22,0,0.382,15,10,174,44.05,4
Yes,Extreme,13.744316,86.498219,Satellite,17.47,10.22,80.92,42.69,41.19,73.31,1,0.678,13,2,91,30.76,10
No,High,28.962487,68.647149,NGO Report,142.79,11.6,140.64,32.39,51.61,62.5,1,0.742,13,15,157,41.97,9
Yes,Low,25.654012,91.649313,IMD,122.54,7.71,95.91,44.16,56.3,36.96,0,0.482,5,9,51,48.87,4
Yes,High,21.797638,70.808924,Local Authority,139.86,0.3,69.61,18.96,77.85,90.48,0,0.754,9,12,137,33.6,4
Yes,Severe,29.674378,72.096118,Local Authority,265.53,7.63,103.45,14.33,43.52,66.89,1,0.902,0,2,200,34.04,7
Yes,Extreme,28.363137,90.041996,NGO Report,125.01,11.86,138.73,11.82,45.14,11.31,1,0.675,4,12,113,27.9,5
Yes,Extreme,18.03,82.270607,Local Authority,23.01,0.99,140.44,32.02,97.59,99.98,0,0.588,8,14,165,41.82,7
No,Severe,25.131974,78.005372,IMD,385.92,9.52,18.04,17.39,87.41,79.27,0,0.41,6,11,15,8.04,8
No,Moderate,24.392568,73.935408,Citizen Report,201.54,7.01,103.57,14.67,78.18,31.55,1,0.959,8,7,151,20.96,2
Yes,Low,15.722884,69.975522,IMD,37.82,12.6,138.54,25.28,32.34,64.92,1,0.763,5,7,182,47.92,4
Yes,Severe,16.446724,77.969932,Local Authority,1.4,12.7,13.95,41.6,20.17,97.98,1,0.453,10,2,154,9.41,1
No,Extreme,21.236454,68.334489,Citizen Report,91.16,10.7,61.41,24.74,47.14,84.86,0,0.151,19,2,32,12.42,5
Yes,Extreme,32.039748,79.148557,IMD,260.69,4.09,47.73,23.33,33.74,35.75,0,0.508,13,8,68,11.06,3
Yes,Extreme,35.968332,73.592065,Local Authority,42.42,5.25,85.06,31.59,64.72,99.82,1,0.958,11,10,173,33.32,9
Yes,High,18.695345,86.994251,IMD,216.08,12.93,62.62,25.61,30.55,27.99,1,0.646,14,3,45,2.73,10
Yes,Moderate,26.038587,75.336644,Satellite,302.91,4.66,125.56,34.53,85,10.5,1,0.837,17,7,10,29.69,6
Yes,Severe,27.194042,95.963433,Citizen Report,484.94,8.62,74.09,26.37,30.96,68.24,0,0.133,20,6,1,18.2,4
Yes,Low,9.879568,92.300721,Satellite,241.19,11.73,40.72,41.08,65.17,37.96,0,0.798,2,5,23,23.31,6
Yes,Low,11.063932,70.462313,Citizen Report,482.58,13.65,5.66,44.41,29.13,92.33,0,0.543,2,5,88,3.89,7
No,Severe,24.808334,73.055898,Satellite,499.17,3.67,114.33,11.62,64.35,70.62,0,0.492,18,2,71,19.13,2
Yes,High,12.042439,73.327293,Satellite,116.47,14.88,14.3,16.78,22.96,87.37,0,0.97,1,10,63,6.9,8
Yes,Extreme,33.47304,80.924281,IMD,348.66,0.74,98.34,35.97,28.24,75.39,1,0.339,0,15,144,34.97,3
No,High,30.70303,91.406004,Satellite,183.48,6.14,23.5,38.12,78.51,43.44,1,0.85,4,0,165,15.17,3
No,Moderate,11.712816,73.174707,NGO Report,453.81,1.32,135.14,35.24,71.76,91.6,0,0.574,2,1,79,1.59,4
No,Extreme,29.755932,83.895286,Satellite,122.35,2.55,122.41,24,62.55,96.94,0,0.474,15,13,43,10.9,6
Yes,Severe,34.051633,68.392312,IMD,343.32,4.77,21.4,37.16,77.73,95.07,0,0.337,1,5,105,44.5,3
Yes,Severe,31.601956,73.067652,NGO Report,13.9,10.73,61.34,39.75,58.11,74.47,1,0.666,7,15,123,49.12,5
No,Low,21.861053,71.129076,Local Authority,310.96,1.57,79.27,21.46,73.97,13.43,0,0.733,17,13,141,29.02,3
No,Low,8.235908,93.921857,Satellite,292.55,13.75,89.33,36,27.29,19.26,1,0.298,7,8,157,12.37,10
No,Severe,24.065869,92.298287,Local Authority,140.06,1.11,142.94,15.27,44.6,35.56,0,0.188,14,3,104,45.48,8
Yes,Low,13.11519,77.888158,Satellite,494.16,11.97,106.23,31.32,69.05,54.81,0,0.879,16,4,78,42.57,1
No,High,8.734509,78.167373,IMD,433.06,8.88,145.68,27.12,55.15,48.93,0,0.024,5,7,16,46.2,6
Yes,Extreme,24.150646,80.939416,Local Authority,325.13,2.17,134.01,23.23,87.98,90.96,1,0.237,0,3,110,41.64,2
Yes,High,36.949306,79.11667,NGO Report,135.01,4.52,132.92,13.94,62.78,64.64,0,0.453,17,8,147,23.41,8
Yes,Extreme,11.96386,83.309094,Citizen Report,159.8,3.55,104.94,25.18,84.46,35.89,0,0.868,3,11,108,1.27,9
No,Low,17.579589,89.817598,Satellite,278.64,9.06,143.36,13.86,28.92,47.89,1,0.683,9,14,50,3.24,9
No,Moderate,12.287057,92.328468,IMD,461.81,9.45,4.72,24.46,26.84,27.85,1,0.994,18,15,37,24.7,7
No,High,22.160137,84.828208,Satellite,413,0.96,76.3,20.4,77.34,96.55,0,0.038,8,6,65,39.74,7
No,Extreme,8.439644,81.333672,Citizen Report,462.58,7.67,20.31,41.89,81.7,45.28,1,0.224,8,8,158,44.77,9
Yes,High,8.010726,72.367436,Citizen Report,420.82,3.69,90.85,44.4,42.85,60.22,1,0.077,15,5,116,6.21,5
No,Severe,17.928198,80.160373,Satellite,42.58,4.74,91.33,13.49,42.03,10.62,0,0.072,8,8,109,7.39,8
Yes,Severe,23.829255,69.14021,IMD,263,4.61,76.78,27.3,20.81,44.83,1,0.342,12,3,91,35.3,10
Yes,Extreme,25.976915,73.957572,Citizen Report,289.53,4.49,148.11,36.51,66.94,50.74,0,0.028,16,8,120,15.62,3
Yes,Severe,13.253412,89.636121,IMD,58.09,6.82,50.3,30.29,23.43,96.87,0,0.364,17,7,50,23.98,5
No,Moderate,36.748672,78.193716,NGO Report,249.55,2.05,37.51,42.33,89.33,50.08,1,0.517,2,8,100,20.16,5
No,Low,27.320958,75.007663,Citizen Report,231.16,13.09,132.07,38.19,65.28,80.35,1,0.772,20,7,178,45.77,7
No,High,35.155976,92.425184,Citizen Report,235.67,8.09,6.56,10.1,68.61,20.17,0,0.236,18,11,7,27.1,0
No,Moderate,13.179008,92.211119,Satellite,126.15,4.26,53.67,41.48,59.21,71.47,0,0.211,20,14,159,22.49,2
No,Severe,13.350427,93.936871,NGO Report,112,2.64,38.45,21.27,21.44,88.19,1,0.805,17,1,176,42.17,5
Yes,Severe,29.391913,91.952636,NGO Report,384.23,14.72,119.65,22.17,34.51,28.83,1,0.304,5,8,198,11.66,1
No,Extreme,18.849369,96.941514,Citizen Report,202.51,12.34,70.36,28.39,77.66,79.39,1,0.914,17,15,190,4.74,7
No,Extreme,25.963872,79.17847,NGO Report,129.22,0.96,32.37,33.84,84.56,27,1,0.209,19,4,135,42.91,3
Yes,High,24.272324,85.113393,Citizen Report,192.48,1.42,60.49,38.99,41.03,58.69,1,0.565,7,13,100,3.68,10
Yes,Low,14.315099,88.450511,IMD,50.72,7.92,77.79,26.97,37.91,27.41,0,0.25,4,8,62,5.34,7
Yes,Severe,34.50011,79.44554,NGO Report,381.62,10.36,37.08,31.08,90.05,59.67,1,0.847,3,9,116,4.91,0
No,Extreme,11.379392,76.69535,Citizen Report,257.81,10.29,78.74,31.55,74.57,11.48,0,0.336,14,0,88,4.65,2
Yes,Extreme,27.923826,76.68615,NGO Report,478.83,14.4,134.02,19.12,61.52,38.24,0,0.487,5,14,199,2.51,7
Yes,High,11.018521,89.358197,NGO Report,153.55,14.2,30.03,29.16,87.09,91.61,1,0.163,17,6,98,40.75,6
Yes,Extreme,12.489197,75.525117,IMD,158.63,13.78,149.89,33.9,29.98,67.22,1,0.998,3,2,130,30.3,7
Yes,Low,23.182683,86.423582,Local Authority,74.05,5.31,25.75,36.37,28.34,29.35,0,0.602,12,15,74,29.84,10
No,Severe,15.152112,76.578663,Satellite,319.89,12.64,85.24,12.11,71.73,48.56,1,0.737,6,15,166,47.4,9
Yes,Low,23.758326,94.108472,IMD,28.24,5.75,34.66,10.15,62.09,66.71,1,0.772,13,14,122,47.47,5
No,High,24.918243,70.176018,Local Authority,278.43,1.91,8.33,34.33,22.5,25.86,1,0.39,5,5,117,38.08,4
Yes,High,28.165742,84.44819,Local Authority,481.81,0.3,75.15,28.94,21.74,12.64,1,0.201,2,7,44,24.61,7
No,Extreme,21.027609,76.963725,IMD,328.79,13.41,28.88,17.62,54.56,89.24,1,0.395,17,15,95,14.77,9
No,Severe,26.861688,91.292887,Citizen Report,296.17,3.05,134.02,38.35,25.89,29.89,1,0.983,10,11,96,40.8,3
Yes,High,22.377371,78.544342,NGO Report,269.28,1.09,69.22,13.83,85.12,20.77,1,0.566,7,5,96,19.3,6
No,Extreme,22.807314,70.558618,Satellite,206.98,1.73,93.63,16.22,42.72,55.61,0,0.055,14,2,104,30.26,2
Yes,Low,35.480766,71.68059,IMD,438.06,7.79,48.89,16.05,30,49.2,1,0.041,8,7,170,28.18,8
Yes,Moderate,12.090389,88.906281,Citizen Report,101.96,10.04,10.67,23.81,71.95,27.44,0,0.92,7,6,101,4.01,8
Yes,Low,19.766452,71.226309,NGO Report,342.12,4.82,89.19,15.43,35.03,13.06,0,0.309,1,1,25,44.65,2
Yes,Low,36.051505,92.060477,NGO Report,328.26,7.7,53.99,32.29,68.7,35.52,0,0.478,9,6,116,48.95,9
Yes,Low,15.711985,92.615821,Satellite,244.53,14.56,41.77,23.55,45.08,80.41,1,0.064,10,15,182,24.75,10
Yes,Extreme,36.675518,80.644891,Citizen Report,340.16,3.2,49.95,15.63,42.42,39.48,1,0.874,11,7,4,32.02,4
No,Extreme,25.123077,88.961149,IMD,268.69,10.99,123.76,25.5,83.07,70.29,1,0.976,12,2,170,5.56,10
Yes,Moderate,29.154796,72.134205,NGO Report,159.57,5.23,18.91,29.28,71.84,40.45,0,0.342,6,13,78,48.73,5
Yes,Low,11.569669,85.413753,IMD,383.99,11.31,11.13,28.29,69.02,51.41,0,0.647,8,3,15,15.79,4
Yes,Low,13.283843,90.95378,Satellite,61.88,7.67,72.57,23.06,47.14,81.68,0,0.572,3,8,198,49.9,7
No,Moderate,26.694188,94.013584,NGO Report,412.63,6.7,87.25,32.03,73.15,25.79,1,0.402,8,8,55,31.45,9
Yes,Severe,32.938122,93.018722,Satellite,274.02,6.23,35.15,30.89,57.53,53.15,0,0.713,14,10,60,42.54,8
Yes,Low,32.577606,72.734731,IMD,330.11,13.75,119.89,42.77,36.76,64.34,0,0.013,1,9,68,21.35,9
Yes,Low,16.93014,85.938858,NGO Report,39.77,13.03,103.33,31.97,84.06,69.32,0,0.984,2,6,178,44.76,7
No,Moderate,17.744893,93.405999,Citizen Report,25.62,9.83,35.8,29.19,30.33,90.63,0,0.219,4,5,6,46.75,7
No,Low,10.240328,77.20906,Local Authority,77.08,10.35,68.73,15.4,60.32,23.86,1,0.404,8,8,148,5.44,10
Yes,Low,13.026315,95.26013,IMD,380.26,7.94,110.22,25.33,94.31,19.42,1,0.879,0,15,53,6.3,7
Yes,Severe,16.316824,93.771413,IMD,14.48,0.77,4.62,11.31,23.1,34.68,0,0.265,9,13,95,49.16,5
No,Moderate,34.205267,84.392786,Satellite,291.54,1.55,66.42,12.1,65.21,16.15,1,0.321,6,1,53,13.37,5
No,High,34.391424,81.470655,IMD,57.58,4.39,132.91,38.39,74.73,19.76,0,0.122,5,7,102,30.24,10
Yes,High,9.129625,89.106114,IMD,489.94,0.27,29.87,35.06,78.31,86.59,1,0.769,13,10,26,27.72,6
Yes,Severe,34.803214,79.890922,IMD,33.4,11.09,57.32,31.7,23.77,98.5,0,0.51,7,15,136,17.02,10
Yes,Extreme,21.759202,88.333786,Citizen Report,294.2,14.07,115.42,23.62,68.32,42.87,0,0.701,1,8,106,34.5,7
Yes,Extreme,29.985088,75.284886,Local Authority,37.73,8.78,127.15,43.6,69.5,74.07,1,0.752,15,8,135,46.93,8
No,Moderate,35.346103,84.685333,IMD,155.76,9.5,48.39,35.8,46.91,24.19,0,0.333,3,2,194,7.9,10
No,Extreme,33.649176,70.890119,IMD,6.55,9.72,104.3,25.73,88.82,36.22,1,0.345,20,7,17,10.01,1
Yes,Extreme,24.451475,75.883093,IMD,43.68,6.05,66.59,30.25,26.22,98.92,1,0.8,11,4,181,28.03,4
No,Severe,34.020233,81.415113,NGO Report,124.73,2.89,17.52,35.59,86.98,58.03,1,0.294,18,5,119,9.63,5
Yes,Severe,25.025446,95.073189,Satellite,89.57,0.7,7.59,32.3,48.34,29.78,0,0.812,11,4,116,39.61,4
Yes,Low,10.517672,96.315043,IMD,57.1,12.99,136.87,28.27,90.3,25.48,1,0.932,10,9,97,45.3,8
No,Low,35.591343,87.149178,Citizen Report,120.77,1.46,44.96,32.87,26.34,51.29,1,0.652,6,6,104,15.12,10
Yes,Severe,35.412871,69.00005,NGO Report,159.77,10.92,73.92,16.22,25.88,23.61,0,0.37,3,15,64,31.97,3
No,Extreme,19.35405,72.155626,NGO Report,115.58,3.78,29.76,37.2,24.65,44.47,1,0.113,19,7,160,7.01,2
No,Low,15.434654,91.118466,IMD,67.96,5.58,14.02,17,31.44,55.25,0,0.545,20,2,67,24.07,4
Yes,Low,8.642587,90.492662,NGO Report,245.5,7.26,138.23,11.11,33.46,20.53,1,0.638,5,12,55,31.45,6
No,Moderate,12.649844,91.224069,Satellite,148.09,4.09,132.78,30.09,89.22,76.36,0,0.236,18,2,18,42.86,8
No,Low,28.089484,79.256609,Satellite,139.72,14.79,134.64,19.92,64.77,26.61,1,0.501,2,4,90,25.34,4
No,Extreme,28.386325,92.412101,NGO Report,239.18,7.21,51.74,43.83,86.83,69.74,0,0.941,1,13,132,5.88,3
Yes,Moderate,34.717198,93.825303,Citizen Report,388.35,7.39,99.18,11.52,76.53,52.85,0,0.485,3,13,149,19.54,9
No,Extreme,15.761014,94.133946,Local Authority,49.62,6.21,143.58,41.57,63.3,52.72,1,0.994,20,0,119,29.85,2
Yes,High,10.259805,85.991282,Local Authority,447.34,6.33,65.49,11.88,77.08,72.32,0,0.468,5,0,119,28.42,4
No,Moderate,21.919762,81.277053,Citizen Report,374.02,6.4,19.89,17.8,21.81,69.76,0,0.778,2,14,67,38.87,9
Yes,High,35.46689,76.356944,NGO Report,259.06,0.59,37.53,17.17,88.49,49.23,1,0.228,15,6,152,22.24,9
No,Severe,19.383629,78.873251,Local Authority,163.69,10.65,85.65,27.06,97.35,81.55,0,0.928,11,10,79,13.5,0
Yes,Severe,34.387266,70.024476,Local Authority,375.84,4.69,84.84,26.78,35.51,33.12,1,0.186,13,4,81,18.11,7
No,High,20.484401,84.233426,IMD,74.59,0.59,57.5,30.58,31.88,14.93,0,0.983,13,13,173,33,3
No,Severe,22.461914,80.208129,Satellite,175.76,7.21,144.98,21.97,49.61,18.22,0,0.277,20,9,127,41.02,5
Yes,Moderate,17.44912,75.36767,IMD,250.91,14.71,65.84,29.25,57.48,15.05,0,0.308,1,7,37,20.54,1
Yes,Low,11.783812,86.548317,NGO Report,355.37,6.55,10.66,15.19,48.1,56.06,0,0.625,5,3,69,47.33,6
Yes,Moderate,8.565094,74.704817,NGO Report,47.89,14.21,128.77,36.49,55.72,72.88,0,0.433,3,12,37,48.19,2
No,Low,17.717424,96.03243,Local Authority,244.03,8.93,127.98,39.98,26.23,90.65,0,0.24,8,4,193,43.15,6
Yes,Severe,8.415821,81.581533,Local Authority,240.32,5.14,140.13,10.32,43.86,94.43,0,0.778,4,3,24,10.65,9
Yes,Moderate,23.740088,84.000159,Satellite,496.27,4.27,140.91,31,87.31,45.26,0,0.444,18,13,199,27.88,2
No,Severe,10.674167,77.667176,NGO Report,407.33,11.33,124.72,36.66,42.03,53.9,0,0.903,11,15,44,14.87,3
Yes,Moderate,26.232736,92.001372,NGO Report,70.47,11.22,2.61,28.34,53.09,84.07,1,0.139,11,4,184,8.18,7
Yes,Low,11.681753,90.98361,NGO Report,306.91,8.53,146.87,16.87,73.64,68.54,0,0.051,19,9,152,31.72,6
Yes,Moderate,20.714779,85.886918,Citizen Report,339.38,14.98,11.18,11.61,38.23,69,1,0.877,14,2,58,40.05,0
Yes,Moderate,9.699615,73.631307,Local Authority,203.99,14.95,105.02,12.32,23.5,28.76,1,0.365,17,7,21,41.75,6
Yes,Low,9.140585,76.524904,Citizen Report,117.73,10.75,99.61,17.52,62.35,98.59,1,0.96,11,9,142,35.53,0
Yes,Severe,27.06333,70.191181,Local Authority,330.02,3.42,149.72,25.1,82.11,33.96,0,0.78,5,5,49,22.23,10
Yes,Moderate,12.464725,83.316339,Satellite,481.5,6.42,70.9,35.14,21.36,18.68,0,0.075,4,5,46,20.43,4
Yes,High,19.252858,78.099366,Satellite,180.38,5.1,92.8,29.49,21.2,66.23,0,0.841,8,13,32,43.92,2
Yes,High,13.685925,83.36655,Local Authority,192.25,9.17,142.6,43.5,94.33,20.98,0,0.383,3,0,101,45.25,2
Yes,High,26.384017,68.997695,IMD,99.37,8.48,147.1,18.78,27.46,77.4,0,0.978,3,15,164,9.35,5
No,Moderate,35.315438,86.277137,IMD,245.2,4.37,141.26,21.79,22.13,22.08,1,0.981,18,8,91,36.57,2
Yes,High,8.809786,86.555529,Satellite,428.32,12.89,142.39,39.67,52.37,52.91,1,0.875,14,11,156,45.54,6
No,Severe,17.750593,96.263074,Citizen Report,75.65,6.02,9.7,41.36,37.45,35.91,0,0.744,11,10,56,36.43,3
No,High,18.145678,72.893319,IMD,122.74,5.84,111.04,11.75,22.52,93.59,0,0.782,19,10,71,48.87,7
Yes,Extreme,34.358525,83.737109,Citizen Report,253.88,0.16,47.82,35.58,79.86,30.51,0,0.478,13,3,32,19.51,1
No,Low,34.807386,95.53414,Satellite,480.93,3.83,74.2,38.86,50.91,61.12,0,0.041,8,5,128,21.55,6
Yes,Moderate,32.303147,81.162563,Satellite,473.75,8.87,21.63,34.21,40.95,36.19,0,0.563,9,3,62,18.04,3
Yes,Extreme,19.989105,94.749082,Local Authority,68.01,8.3,112.19,44.6,46.1,42.62,1,0.143,14,14,160,41.13,2
No,Low,12.473949,75.270601,IMD,192.09,1.54,136.18,11.89,75.36,52.83,0,0.588,20,14,124,42.45,7
No,Low,36.316529,69.352189,IMD,261.09,8.17,63.7,15.24,44.64,25.31,0,0.045,13,8,38,47.82,9
